ZipCode,Population,LivingArea
22639,626,rural
22640,483,rural
22641,217,rural
22642,4407,suburban
22643,208,rural
22644,2475,rural
22645,4441,suburban
22646,27,rural
22650,709,rural
22652,1372,rural
22654,904,rural
22655,22487,urban
22656,4453,suburban
22657,11132,urban
22660,1615,rural
22663,938,rural
22664,9768,urban
22701,35235,urban
22709,1323,rural
22711,15,rural
22712,8875,urban
22713,1770,rural
22714,968,rural
22715,1576,rural
22716,1027,rural
22718,725,rural
22719,144,rural
22720,1029,rural
22722,526,rural
22723,89,rural
22724,2292,rural
22725,70,rural
22726,954,rural
22727,5796,urban
22728,3093,suburban
22729,1213,rural
22730,103,rural
22731,336,rural
22732,186,rural
22733,1501,rural
22734,3857,suburban
22735,2343,rural
22736,735,rural
22737,3446,suburban
22738,1315,rural
22740,756,rural
22741,232,rural
22742,1318,rural
22743,292,rural
22746,626,rural
22747,1183,rural
22749,175,rural
22801,37653,urban
22802,30149,urban
22807,5618,urban
22810,605,rural
22811,538,rural
22812,9432,urban
22815,9078,urban
22820,248,rural
22821,5762,urban
22824,6423,urban
22827,10402,urban
22830,2080,rural
22831,849,rural
22832,1049,rural
22834,1391,rural
22835,11886,urban
22840,4692,suburban
22841,3286,suburban
22842,5706,urban
22843,2573,suburban
22844,4828,suburban
22845,58,rural
22846,2066,rural
22847,613,rural
22849,5154,urban
22850,1431,rural
22851,5792,urban
22853,5158,urban
22901,35901,urban
22902,25318,urban
22903,39859,urban
22904,6500,urban
22908,0,rural
22911,18284,urban
22920,3780,suburban
22922,2324,rural
22923,6303,urban
22931,236,rural
22932,7587,urban
22935,662,rural
22936,6318,urban
22937,2223,rural
22938,941,rural
22939,6115,urban
22940,1132,rural
22942,9814,urban
22943,593,rural
22946,171,rural
22947,4688,suburban
22948,126,rural
22949,1065,rural
22952,1557,rural
22957,0,rural
22958,1913,rural
22959,1720,rural
22960,10573,urban
22963,16210,urban
22964,399,rural
22967,2452,rural
22968,10801,urban
22969,2073,rural
22971,2326,rural
22972,359,rural
22973,6271,urban
22974,4719,suburban
22976,349,rural
22980,32462,urban
22989,67,rural
23002,10530,urban
23004,1116,rural
23005,18465,urban
23009,7641,urban
23011,1364,rural
23015,4570,suburban
23021,38,rural
23022,1253,rural
23023,315,rural
23024,9700,urban
23025,761,rural
23027,1595,rural
23030,4430,suburban
23032,175,rural
23035,1481,rural
23038,1726,rural
23039,1238,rural
23040,3964,suburban
23043,1644,rural
23045,68,rural
23047,1687,rural
23050,497,rural
23055,854,rural
23056,110,rural
23059,40982,urban
23060,35844,urban
23061,22445,urban
23062,2552,suburban
23063,4782,suburban
23065,1475,rural
23066,717,rural
23068,135,rural
23069,2904,suburban
23070,671,rural
23071,1823,rural
23072,12387,urban
23075,8800,urban
23076,336,rural
23079,458,rural
23081,0,rural
23083,2343,rural
23084,1379,rural
23085,583,rural
23086,3448,suburban
23089,5092,urban
23091,488,rural
23092,659,rural
23093,13796,urban
23102,3764,suburban
23103,6346,urban
23106,1246,rural
23108,56,rural
23109,2893,suburban
23110,845,rural
23111,37160,urban
23112,54453,urban
23113,25768,urban
23114,21347,urban
23116,32855,urban
23117,10474,urban
23119,106,rural
23120,13947,urban
23123,1948,rural
23124,4927,suburban
23126,546,rural
23128,301,rural
23129,400,rural
23130,117,rural
23138,922,rural
23139,26084,urban
23140,7165,urban
23141,6970,urban
23146,3344,suburban
23147,0,rural
23148,1326,rural
23149,2625,suburban
23150,12425,urban
23153,1357,rural
23156,1387,rural
23160,1823,rural
23161,99,rural
23163,152,rural
23168,8477,urban
23169,1067,rural
23173,2220,rural
23175,1781,rural
23176,357,rural
23177,707,rural
23180,688,rural
23181,5303,urban
23185,52313,urban
23188,43847,urban
23192,6661,urban
23219,4202,suburban
23220,33965,urban
23221,14363,urban
23222,28375,urban
23223,54634,urban
23224,38830,urban
23225,41862,urban
23226,15925,urban
23227,26071,urban
23228,35744,urban
23229,35550,urban
23230,7395,urban
23231,36674,urban
23233,30959,urban
23234,45435,urban
23235,33571,urban
23236,25924,urban
23237,27942,urban
23238,26964,urban
23250,0,rural
23284,960,rural
23294,19203,urban
23298,371,rural
23301,2207,rural
23302,0,rural
23303,470,rural
23304,0,rural
23306,941,rural
23307,498,rural
23308,2369,rural
23310,5304,urban
23314,9615,urban
23315,1317,rural
23316,76,rural
23320,60180,urban
23321,38325,urban
23322,65520,urban
23323,41681,urban
23324,23266,urban
23325,18479,urban
23336,3309,suburban
23337,618,rural
23347,782,rural
23350,3391,suburban
23354,230,rural
23356,1485,rural
23357,625,rural
23358,125,rural
23359,1105,rural
23389,202,rural
23395,438,rural
23398,30,rural
23401,272,rural
23405,986,rural
23407,719,rural
23408,10,rural
23409,140,rural
23410,1815,rural
23413,871,rural
23414,93,rural
23415,1983,rural
23416,45,rural
23417,3489,suburban
23418,877,rural
23420,3028,suburban
23421,4054,suburban
23422,231,rural
23423,299,rural
23426,50,rural
23427,252,rural
23430,17803,urban
23432,1277,rural
23433,1254,rural
23434,50306,urban
23435,32845,urban
23436,996,rural
23437,4614,suburban
23438,1697,rural
23440,411,rural
23441,0,rural
23442,1036,rural
23451,43885,urban
23452,56854,urban
23453,35199,urban
23454,57942,urban
23455,49826,urban
23456,60158,urban
23457,4689,suburban
23459,1766,rural
23460,2211,rural
23461,1040,rural
23462,66949,urban
23464,77139,urban
23480,294,rural
23486,48,rural
23487,6051,urban
23488,406,rural
23502,19871,urban
23503,30770,urban
23504,23417,urban
23505,28289,urban
23507,6405,urban
23508,21182,urban
23509,12715,urban
23510,9211,urban
23511,15536,urban
23513,30139,urban
23517,4243,suburban
23518,28602,urban
23523,6848,urban
23551,1328,rural
23601,26017,urban
23602,41330,urban
23603,3676,suburban
23604,5872,urban
23605,13920,urban
23606,29464,urban
23607,24317,urban
23608,43346,urban
23651,440,rural
23661,13813,urban
23662,12382,urban
23663,13807,urban
23664,10088,urban
23665,6737,urban
23666,53406,urban
23667,0,rural
23668,741,rural
23669,39558,urban
23681,0,rural
23690,5094,urban
23691,577,rural
23692,18625,urban
23693,23609,urban
23696,3967,suburban
23701,25021,urban
23702,12220,urban
23703,26680,urban
23704,18344,urban
23707,14038,urban
23708,471,rural
23709,680,rural
23801,6271,urban
23803,41300,urban
23805,21507,urban
23821,2207,rural
23824,6707,urban
23827,1191,rural
23828,711,rural
23829,2287,rural
23830,1407,rural
23831,36024,urban
23832,39273,urban
23833,2120,rural
23834,27480,urban
23836,13875,urban
23837,4676,suburban
23838,16511,urban
23839,922,rural
23840,1988,rural
23841,3579,suburban
23842,7410,urban
23843,420,rural
23844,611,rural
23845,272,rural
23846,739,rural
23847,13891,urban
23850,1254,rural
23851,12956,urban
23856,865,rural
23857,380,rural
23860,32407,urban
23866,1822,rural
23867,4709,suburban
23868,6929,urban
23870,0,rural
23872,2498,rural
23874,775,rural
23875,13043,urban
23876,174,rural
23878,1629,rural
23879,525,rural
23881,2028,rural
23882,1648,rural
23883,1947,rural
23884,29,rural
23885,2532,suburban
23887,442,rural
23888,2330,rural
23889,457,rural
23890,4850,suburban
23891,1365,rural
23893,468,rural
23894,403,rural
23897,763,rural
23898,2853,suburban
23899,403,rural
23901,15761,urban
23909,1400,rural
23915,1715,rural
23917,2910,suburban
23919,1855,rural
23920,2936,suburban
23921,2062,rural
23922,4281,suburban
23923,2436,rural
23924,5980,urban
23927,4317,suburban
23930,5450,urban
23934,553,rural
23936,6663,urban
23937,2219,rural
23938,178,rural
23942,1355,rural
23943,1017,rural
23944,3509,suburban
23947,3634,suburban
23950,3481,suburban
23952,199,rural
23954,2424,rural
23955,16,rural
23958,2663,suburban
23959,1290,rural
23960,1884,rural
23962,444,rural
23963,286,rural
23964,1098,rural
23966,1832,rural
23967,1206,rural
23968,710,rural
23970,7936,urban
23974,4959,suburban
23976,64,rural
24011,734,rural
24012,29770,urban
24013,8248,urban
24014,16434,urban
24015,15824,urban
24016,9428,urban
24017,23333,urban
24018,38232,urban
24019,28480,urban
24020,664,rural
24022,0,rural
24053,2398,rural
24054,5699,urban
24055,11503,urban
24058,202,rural
24059,986,rural
24060,48296,urban
24061,8764,urban
24064,5264,urban
24065,6367,urban
24066,5112,urban
24067,2234,rural
24069,1599,rural
24070,1666,rural
24072,1073,rural
24073,30043,urban
24076,1211,rural
24077,940,rural
24078,7337,urban
24079,2058,rural
24082,557,rural
24083,4096,suburban
24084,10922,urban
24085,2192,rural
24086,188,rural
24087,4207,suburban
24088,4975,suburban
24089,2814,suburban
24090,4967,suburban
24091,7552,urban
24092,3816,suburban
24093,100,rural
24095,3548,suburban
24101,6132,urban
24102,1685,rural
24104,2565,suburban
24105,420,rural
24112,30395,urban
24120,1703,rural
24121,10920,urban
24122,1407,rural
24124,4682,suburban
24127,4060,suburban
24128,1981,rural
24129,120,rural
24131,71,rural
24132,253,rural
24133,2436,rural
24134,5728,urban
24136,2805,suburban
24137,2970,suburban
24138,1605,rural
24139,634,rural
24141,21170,urban
24142,2708,suburban
24147,1245,rural
24148,8794,urban
24149,3658,suburban
24150,686,rural
24151,18580,urban
24153,38178,urban
24161,444,rural
24162,2068,rural
24165,1312,rural
24167,112,rural
24168,256,rural
24171,8460,urban
24174,3035,suburban
24175,7555,urban
24176,1195,rural
24179,19154,urban
24184,3860,suburban
24185,705,rural
24201,15863,urban
24202,12282,urban
24210,17114,urban
24211,9856,urban
24216,2576,suburban
24217,270,rural
24219,11218,urban
24220,833,rural
24221,679,rural
24224,5445,urban
24225,2276,rural
24226,1529,rural
24228,5842,urban
24230,7615,urban
24236,3095,suburban
24237,821,rural
24239,118,rural
24243,1557,rural
24244,5880,urban
24245,802,rural
24246,263,rural
24248,2292,rural
24250,1015,rural
24251,7786,urban
24256,3531,suburban
24258,1261,rural
24260,5115,urban
24263,5556,urban
24265,1274,rural
24266,8784,urban
24269,435,rural
24270,503,rural
24271,2516,suburban
24272,642,rural
24273,5898,urban
24277,6234,urban
24279,4784,suburban
24280,1082,rural
24281,2416,rural
24282,780,rural
24283,1999,rural
24290,2280,rural
24292,389,rural
24293,8942,urban
24301,13909,urban
24311,1425,rural
24312,1650,rural
24313,729,rural
24314,1329,rural
24315,3684,suburban
24316,39,rural
24317,3612,suburban
24318,551,rural
24319,6302,urban
24322,23,rural
24323,1074,rural
24324,2199,rural
24325,1115,rural
24326,847,rural
24327,540,rural
24328,1794,rural
24330,2792,suburban
24333,18402,urban
24340,6262,urban
24343,8241,urban
24347,1597,rural
24348,4750,suburban
24350,1606,rural
24351,389,rural
24352,1239,rural
24354,14252,urban
24360,5698,urban
24361,4824,suburban
24363,1126,rural
24366,439,rural
24368,5034,urban
24370,6137,urban
24374,589,rural
24375,1743,rural
24377,544,rural
24378,856,rural
24380,2480,rural
24381,3297,suburban
24382,14541,urban
24401,36632,urban
24411,3,rural
24412,173,rural
24413,276,rural
24415,26,rural
24416,9622,urban
24421,3683,suburban
24422,5913,urban
24426,13386,urban
24430,3900,suburban
24431,2563,suburban
24432,281,rural
24433,82,rural
24435,1537,rural
24437,1514,rural
24439,1131,rural
24440,2899,suburban
24441,6134,urban
24442,82,rural
24445,2516,suburban
24448,379,rural
24450,16789,urban
24457,388,rural
24458,296,rural
24459,582,rural
24460,1159,rural
24464,221,rural
24465,1331,rural
24467,2662,suburban
24469,0,rural
24471,1474,rural
24472,2113,rural
24473,755,rural
24474,464,rural
24476,214,rural
24477,11656,urban
24479,1785,rural
24482,5405,urban
24483,881,rural
24484,598,rural
24485,415,rural
24486,3467,suburban
24487,419,rural
24501,27488,urban
24502,40420,urban
24503,19384,urban
24504,9814,urban
24515,5296,urban
24517,5067,urban
24520,2218,rural
24521,9253,urban
24522,9560,urban
24523,21064,urban
24526,1424,rural
24527,3199,suburban
24528,3594,suburban
24529,1429,rural
24530,906,rural
24531,9259,urban
24534,1618,rural
24536,204,rural
24538,4874,suburban
24539,360,rural
24540,31048,urban
24541,28751,urban
24549,4102,suburban
24550,7724,urban
24551,26376,urban
24553,2224,rural
24554,3333,suburban
24555,2495,rural
24556,2802,suburban
24557,7507,urban
24558,6345,urban
24562,532,rural
24563,5379,urban
24565,1099,rural
24566,1330,rural
24569,760,rural
24570,0,rural
24571,2127,rural
24572,15467,urban
24574,4483,suburban
24577,4390,suburban
24578,851,rural
24579,902,rural
24580,631,rural
24581,0,rural
24586,4534,suburban
24588,9674,urban
24589,2354,rural
24590,7700,urban
24592,14076,urban
24593,2682,suburban
24594,1965,rural
24595,614,rural
24597,897,rural
24598,1438,rural
24599,655,rural
24601,0,rural
24602,969,rural
24603,609,rural
24604,243,rural
24605,8086,urban
24606,153,rural
24607,264,rural
24609,6178,urban
24612,291,rural
24613,538,rural
24614,7176,urban
24620,2632,suburban
24622,649,rural
24630,6652,urban
24631,2136,rural
24634,426,rural
24635,1275,rural
24637,3611,suburban
24639,3748,suburban
24641,5491,urban
24646,764,rural
24649,1952,rural
24651,5559,urban
24656,2721,suburban
24657,336,rural
24701,17772,urban
24712,2712,suburban
24714,379,rural
24715,332,rural
24716,284,rural
24719,83,rural
24724,108,rural
24726,504,rural
24729,60,rural
24731,119,rural
24733,184,rural
24736,698,rural
24737,1339,rural
24738,0,rural
24739,13511,urban
24740,16240,urban
24747,3700,suburban
24801,4750,suburban
24808,609,rural
24811,501,rural
24813,0,rural
24815,482,rural
24816,0,rural
24817,1655,rural
24818,979,rural
24822,1053,rural
24823,538,rural
24826,8,rural
24827,1320,rural
24828,765,rural
24830,102,rural
24831,391,rural
24834,908,rural
24836,703,rural
24839,996,rural
24843,72,rural
24844,1061,rural
24845,372,rural
24846,316,rural
24847,163,rural
24848,91,rural
24849,276,rural
24850,0,rural
24851,474,rural
24853,331,rural
24854,732,rural
24855,140,rural
24857,1082,rural
24860,71,rural
24861,187,rural
24862,521,rural
24866,702,rural
24867,389,rural
24868,1144,rural
24869,292,rural
24870,1338,rural
24871,742,rural
24872,622,rural
24873,666,rural
24874,2687,suburban
24878,297,rural
24879,521,rural
24880,283,rural
24881,236,rural
24882,1076,rural
24884,28,rural
24887,0,rural
24888,47,rural
24892,1470,rural
24894,406,rural
24895,72,rural
24898,288,rural
24901,9475,urban
24910,4624,suburban
24915,450,rural
24916,565,rural
24918,1441,rural
24920,282,rural
24924,565,rural
24925,629,rural
24927,367,rural
24931,1179,rural
24934,297,rural
24935,307,rural
24938,1720,rural
24941,1022,rural
24943,99,rural
24944,410,rural
24945,236,rural
24946,1040,rural
24951,1558,rural
24954,3464,suburban
24957,442,rural
24962,57,rural
24963,3613,suburban
24966,1069,rural
24970,4089,suburban
24974,382,rural
24976,965,rural
24977,461,rural
24981,627,rural
24983,2098,rural
24984,154,rural
24985,378,rural
24986,5056,urban
24991,505,rural
24993,64,rural
25002,0,rural
25003,1883,rural
25005,133,rural
25007,503,rural
25008,234,rural
25009,1351,rural
25011,541,rural
25015,3194,suburban
25019,372,rural
25021,309,rural
25022,171,rural
25024,482,rural
25025,11,rural
25028,269,rural
25030,326,rural
25031,900,rural
25033,1745,rural
25035,817,rural
25036,179,rural
25039,667,rural
25040,659,rural
25043,1546,rural
25044,167,rural
25045,4271,suburban
25047,160,rural
25048,177,rural
25049,335,rural
25051,259,rural
25053,3940,suburban
25054,174,rural
25057,240,rural
25059,221,rural
25060,220,rural
25061,541,rural
25062,162,rural
25063,1890,rural
25064,9292,urban
25067,937,rural
25070,1648,rural
25071,11166,urban
25075,997,rural
25076,206,rural
25081,1461,rural
25082,1766,rural
25083,464,rural
25085,760,rural
25086,803,rural
25088,157,rural
25090,218,rural
25093,177,rural
25102,483,rural
25103,97,rural
25106,696,rural
25107,415,rural
25108,396,rural
25109,752,rural
25110,617,rural
25111,428,rural
25112,106,rural
25113,422,rural
25114,280,rural
25115,166,rural
25118,545,rural
25119,426,rural
25121,1157,rural
25123,2741,suburban
25124,1416,rural
25125,1262,rural
25126,346,rural
25130,3440,suburban
25132,366,rural
25133,762,rural
25134,125,rural
25136,1691,rural
25139,270,rural
25140,1180,rural
25141,168,rural
25142,468,rural
25143,9548,urban
25148,400,rural
25149,91,rural
25152,506,rural
25154,865,rural
25156,12,rural
25159,4137,suburban
25160,437,rural
25161,358,rural
25162,338,rural
25164,958,rural
25165,970,rural
25168,3650,suburban
25169,378,rural
25173,175,rural
25174,182,rural
25177,23868,urban
25180,321,rural
25181,1209,rural
25183,78,rural
25185,803,rural
25186,1025,rural
25187,849,rural
25193,678,rural
25201,69,rural
25202,1258,rural
25203,112,rural
25204,76,rural
25205,94,rural
25206,122,rural
25208,923,rural
25209,657,rural
25211,77,rural
25213,6453,urban
25214,866,rural
25231,0,rural
25234,926,rural
25235,1141,rural
25239,1929,rural
25241,1817,rural
25243,624,rural
25244,606,rural
25245,579,rural
25247,485,rural
25248,3775,suburban
25251,823,rural
25252,1075,rural
25253,2189,rural
25259,815,rural
25260,1336,rural
25261,48,rural
25262,1275,rural
25264,521,rural
25265,1558,rural
25266,737,rural
25267,472,rural
25268,662,rural
25270,820,rural
25271,8388,urban
25275,1569,rural
25276,7574,urban
25285,628,rural
25286,1356,rural
25287,1171,rural
25301,2428,rural
25302,13206,urban
25303,7370,urban
25304,9146,urban
25305,0,rural
25306,6382,urban
25309,12841,urban
25311,10391,urban
25312,11013,urban
25313,11164,urban
25314,14905,urban
25315,3559,suburban
25320,5257,urban
25387,5043,urban
25401,15233,urban
25403,13718,urban
25404,21910,urban
25405,15275,urban
25411,11882,urban
25413,7921,urban
25414,19731,urban
25419,11993,urban
25420,4939,suburban
25421,118,rural
25422,1547,rural
25425,13535,urban
25427,15616,urban
25428,14270,urban
25430,7851,urban
25431,665,rural
25432,124,rural
25434,3184,suburban
25437,220,rural
25438,6997,urban
25442,2736,suburban
25443,7591,urban
25444,227,rural
25446,921,rural
25501,1238,rural
25502,680,rural
25503,824,rural
25504,13642,urban
25505,493,rural
25506,4842,suburban
25507,1014,rural
25508,9441,urban
25510,5395,urban
25511,606,rural
25512,1035,rural
25514,4072,suburban
25515,1730,rural
25517,1406,rural
25520,1785,rural
25521,991,rural
25523,3090,suburban
25524,2786,suburban
25526,22822,urban
25529,855,rural
25530,6665,urban
25534,178,rural
25535,2991,suburban
25537,1092,rural
25540,348,rural
25541,10586,urban
25544,119,rural
25545,4572,suburban
25547,471,rural
25550,9248,urban
25555,2518,suburban
25557,1537,rural
25559,1675,rural
25560,7374,urban
25564,1261,rural
25565,680,rural
25567,795,rural
25570,4887,suburban
25571,2361,rural
25573,497,rural
25601,5001,urban
25606,1086,rural
25607,994,rural
25608,731,rural
25611,1032,rural
25612,415,rural
25617,180,rural
25621,1723,rural
25624,319,rural
25625,1141,rural
25628,342,rural
25630,274,rural
25632,797,rural
25634,1237,rural
25635,1579,rural
25637,1314,rural
25638,669,rural
25639,443,rural
25644,544,rural
25646,1008,rural
25647,219,rural
25649,1342,rural
25650,27,rural
25651,522,rural
25652,1230,rural
25653,175,rural
25654,151,rural
25661,4854,suburban
25666,212,rural
25667,742,rural
25669,1115,rural
25670,3595,suburban
25671,1913,rural
25672,362,rural
25674,1771,rural
25676,1028,rural
25678,1287,rural
25685,724,rural
25688,236,rural
25690,925,rural
25692,1764,rural
25696,1238,rural
25699,75,rural
25701,21375,urban
25702,7586,urban
25703,5097,urban
25704,15240,urban
25705,20722,urban
25755,1508,rural
25801,31632,urban
25810,28,rural
25811,29,rural
25812,1482,rural
25813,7965,urban
25817,296,rural
25818,492,rural
25820,454,rural
25823,416,rural
25825,2682,suburban
25826,468,rural
25827,1900,rural
25831,1710,rural
25832,4060,suburban
25836,1249,rural
25837,303,rural
25839,611,rural
25840,7338,urban
25841,622,rural
25843,828,rural
25844,1224,rural
25845,394,rural
25846,77,rural
25848,114,rural
25849,274,rural
25851,0,rural
25853,66,rural
25854,1095,rural
25855,269,rural
25857,29,rural
25862,120,rural
25864,0,rural
25865,1428,rural
25866,357,rural
25868,441,rural
25870,98,rural
25871,1030,rural
25873,761,rural
25875,1137,rural
25876,63,rural
25878,1162,rural
25879,138,rural
25880,5640,urban
25882,2353,rural
25901,10728,urban
25902,199,rural
25904,548,rural
25907,166,rural
25908,34,rural
25909,630,rural
25911,190,rural
25913,241,rural
25915,180,rural
25916,210,rural
25917,1635,rural
25918,4641,suburban
25920,491,rural
25921,2690,suburban
25922,145,rural
25928,339,rural
25932,399,rural
25936,4,rural
25938,1368,rural
25942,185,rural
25943,0,rural
25951,5637,urban
25958,760,rural
25962,2786,suburban
25966,122,rural
25969,1348,rural
25971,1440,rural
25972,288,rural
25976,2232,rural
25977,0,rural
25978,497,rural
25979,565,rural
25981,523,rural
25984,1780,rural
25985,478,rural
25986,290,rural
25989,255,rural
26003,40984,urban
26030,591,rural
26031,1750,rural
26032,1113,rural
26033,1723,rural
26034,4442,suburban
26035,1564,rural
26036,622,rural
26037,6106,urban
26038,3597,suburban
26039,459,rural
26040,1753,rural
26041,15487,urban
26047,5598,urban
26050,1406,rural
26055,1104,rural
26056,361,rural
26058,148,rural
26059,2720,suburban
26060,2056,rural
26062,21280,urban
26070,8481,urban
26074,1501,rural
26075,691,rural
26101,28469,urban
26104,16392,urban
26105,12259,urban
26133,1256,rural
26134,709,rural
26136,341,rural
26137,717,rural
26138,124,rural
26141,395,rural
26142,2382,rural
26143,4084,suburban
26146,977,rural
26147,1742,rural
26148,211,rural
26149,1928,rural
26150,6049,urban
26151,744,rural
26152,16,rural
26155,7595,urban
26159,2466,rural
26160,893,rural
26161,652,rural
26162,0,rural
26164,7371,urban
26167,969,rural
26169,792,rural
26170,6374,urban
26175,3454,suburban
26178,227,rural
26180,2029,rural
26181,6571,urban
26184,2841,suburban
26187,5992,urban
26201,19319,urban
26202,422,rural
26203,657,rural
26205,3329,suburban
26206,2871,suburban
26208,784,rural
26209,201,rural
26210,0,rural
26215,88,rural
26217,112,rural
26218,3043,suburban
26222,91,rural
26224,198,rural
26228,0,rural
26230,59,rural
26234,1074,rural
26236,15,rural
26237,448,rural
26238,1055,rural
26241,13887,urban
26250,5572,urban
26253,3794,suburban
26254,138,rural
26257,934,rural
26259,109,rural
26260,1378,rural
26261,3138,suburban
26263,191,rural
26264,640,rural
26266,0,rural
26267,770,rural
26268,58,rural
26269,1044,rural
26270,430,rural
26271,469,rural
26273,1820,rural
26275,611,rural
26276,926,rural
26278,601,rural
26280,1381,rural
26282,134,rural
26283,1566,rural
26285,184,rural
26287,2923,suburban
26288,3651,suburban
26289,85,rural
26291,98,rural
26292,633,rural
26293,513,rural
26294,458,rural
26296,79,rural
26298,101,rural
26301,28986,urban
26320,631,rural
26321,164,rural
26323,383,rural
26325,170,rural
26327,95,rural
26330,15320,urban
26335,1448,rural
26337,1061,rural
26338,831,rural
26339,114,rural
26342,509,rural
26343,400,rural
26346,603,rural
26347,2253,rural
26348,326,rural
26349,164,rural
26351,3324,suburban
26354,10323,urban
26361,11,rural
26362,2851,suburban
26366,58,rural
26369,688,rural
26372,816,rural
26374,1877,rural
26376,494,rural
26377,837,rural
26378,4062,suburban
26384,534,rural
26385,3223,suburban
26386,2908,suburban
26404,233,rural
26405,1155,rural
26408,2367,rural
26410,796,rural
26411,791,rural
26412,435,rural
26415,3558,suburban
26416,7108,urban
26419,542,rural
26421,186,rural
26422,397,rural
26424,13,rural
26425,973,rural
26426,7054,urban
26430,1369,rural
26431,6040,urban
26435,130,rural
26436,236,rural
26437,543,rural
26438,75,rural
26440,1291,rural
26443,442,rural
26444,3540,suburban
26447,1217,rural
26448,1335,rural
26451,456,rural
26452,9803,urban
26456,3317,suburban
26463,267,rural
26501,20206,urban
26505,36066,urban
26506,1367,rural
26508,38898,urban
26519,1790,rural
26520,803,rural
26521,118,rural
26524,208,rural
26525,7315,urban
26534,863,rural
26537,5760,urban
26541,3752,suburban
26542,1947,rural
26543,200,rural
26544,20,rural
26546,24,rural
26547,3115,suburban
26554,41914,urban
26559,1568,rural
26560,150,rural
26562,694,rural
26563,277,rural
26568,676,rural
26570,3183,suburban
26571,1723,rural
26572,491,rural
26574,417,rural
26575,640,rural
26576,791,rural
26581,887,rural
26582,3898,suburban
26585,588,rural
26586,58,rural
26587,335,rural
26588,3091,suburban
26590,683,rural
26591,1891,rural
26601,3793,suburban
26610,595,rural
26611,161,rural
26615,15,rural
26617,132,rural
26619,451,rural
26621,826,rural
26623,1229,rural
26624,2534,suburban
26627,360,rural
26629,344,rural
26631,176,rural
26636,493,rural
26638,173,rural
26651,9300,urban
26656,310,rural
26660,411,rural
26662,524,rural
26667,43,rural
26671,381,rural
26676,385,rural
26678,1506,rural
26679,1455,rural
26680,494,rural
26681,1201,rural
26684,473,rural
26690,925,rural
26691,423,rural
26704,4961,suburban
26705,671,rural
26707,254,rural
26710,2538,suburban
26711,2639,suburban
26714,609,rural
26716,881,rural
26717,1389,rural
26719,2288,rural
26720,212,rural
26722,271,rural
26726,12771,urban
26731,216,rural
26739,916,rural
26743,1624,rural
26750,873,rural
26753,5548,urban
26755,422,rural
26757,7020,urban
26761,748,rural
26763,1325,rural
26764,4564,suburban
26767,601,rural
26801,1065,rural
26802,789,rural
26804,533,rural
26807,2310,rural
26808,534,rural
26810,576,rural
26812,1846,rural
26814,511,rural
26815,640,rural
26817,649,rural
26818,1477,rural
26823,87,rural
26833,2284,rural
26836,6221,urban
26838,82,rural
26845,697,rural
26847,5825,urban
26851,1672,rural
26852,1088,rural
26855,758,rural
26865,483,rural
26866,796,rural
26884,276,rural
26886,166,rural
27006,15760,urban
27007,2304,rural
27009,3528,suburban
27011,5025,urban
27012,27631,urban
27013,6010,urban
27014,741,rural
27016,1723,rural
27017,9040,urban
27018,7825,urban
27019,3888,suburban
27020,6094,urban
27021,16776,urban
27022,1130,rural
27023,13220,urban
27024,2741,suburban
27025,10851,urban
27027,4175,suburban
27028,25639,urban
27030,35577,urban
27040,12630,urban
27041,8116,urban
27042,187,rural
27043,6700,urban
27045,9950,urban
27046,2266,rural
27047,1481,rural
27048,8244,urban
27050,3849,suburban
27051,7392,urban
27052,10700,urban
27053,3103,suburban
27054,2093,rural
27055,14098,urban
27101,20634,urban
27103,35350,urban
27104,29324,urban
27105,40703,urban
27106,46688,urban
27107,49835,urban
27109,2592,suburban
27110,2897,suburban
27127,42914,urban
27201,101,rural
27202,26,rural
27203,22036,urban
27205,35768,urban
27207,3749,suburban
27208,1620,rural
27209,4735,suburban
27212,1932,rural
27213,80,rural
27214,14420,urban
27215,45191,urban
27217,38575,urban
27229,3122,suburban
27231,2274,rural
27233,3356,suburban
27235,4587,suburban
27239,8041,urban
27242,1376,rural
27243,5448,urban
27244,15914,urban
27247,192,rural
27248,3513,suburban
27249,12761,urban
27252,1507,rural
27253,31609,urban
27256,67,rural
27258,7356,urban
27259,158,rural
27260,24550,urban
27262,24549,urban
27263,22334,urban
27265,51426,urban
27268,1560,rural
27278,27437,urban
27281,3421,suburban
27282,15020,urban
27283,3113,suburban
27284,56398,urban
27288,23991,urban
27291,1514,rural
27292,41035,urban
27295,38894,urban
27298,11079,urban
27299,5059,urban
27301,10306,urban
27302,33364,urban
27305,1919,rural
27306,5597,urban
27310,8388,urban
27311,3069,suburban
27312,22794,urban
27313,6496,urban
27314,808,rural
27315,1883,rural
27316,7703,urban
27317,18233,urban
27320,37366,urban
27325,7402,urban
27326,3422,suburban
27330,40063,urban
27332,33935,urban
27340,20,rural
27341,3929,suburban
27342,69,rural
27343,1411,rural
27344,18468,urban
27349,6201,urban
27350,5975,urban
27351,210,rural
27355,2261,rural
27356,2857,suburban
27357,9597,urban
27358,15379,urban
27360,46349,urban
27370,14148,urban
27371,7740,urban
27374,205,rural
27376,8395,urban
27377,9473,urban
27379,4744,suburban
27401,21947,urban
27403,19556,urban
27405,51645,urban
27406,62882,urban
27407,52745,urban
27408,16930,urban
27409,16131,urban
27410,57115,urban
27411,1416,rural
27412,3810,suburban
